N_Client,Nom_Client
19522,REIMS METROPOLE
19523,COMMUNAUTE DE COMMUNED COTE DE PENTHIEVRE
6022,OPAC DU RHONE
19048,SARL FAMILLE LOIRAT ASSOCIES
19049,LEGENDRE CAROLINE
19051,MR MENON ERIC
19052,JB DEVELOPPEMENT
19330,OPAC DE TOURS
19331,CENTRE REGIONAL DE DOCUMENTATION
19332,CIAS CIDERAL
19333,COMMUNE D'HERBIGNAC
19336,CONSEIL DEPARTEMENTAL DE LA VIENNE
18177,TERRENA
622,COMPAGNIE NATIONALE DE AUTOROUTES ET ROUTES
19524,EIFFAGE CONSTRUCTION METZ
6037,SNCF ATA
19054,FRANCE PIERRE
21239,SCI REN MONIER
19337,MAIRIE DE SEQUEDIN
22761,DIJON HABITAT
22791,CASINO MORLAIX
22800,SDC MAISON RADIEUSE - CABINET BRAS
22899,CHAMBRE DES METIERS
3283,SEDD
6043,INTERCONTROLE (AREVA)
21231,EHPAD HABRIOUX
11634,MOULINS HABITAT
21108,EASY DIS
11639,SIA VALLEE DU SEREIN
11643,OPHIS
19338,SGAP OUEST/DEL/BAI
19339,MAISON DE RETRAITE PAUL CHAUVIN
19341,MAIRIE DE ST JOACHIM
19343,MAIRIE DE CHERVES RICHEMONT
19344,MAIRIE DE BOUVRON
19345,AIGUILLON CONSTRUCTION
21410,CNFPT
17139,DEPARTEMENT DU RHONE - LYON
21418,ENIB
3318,CENTRE HOSPITALIER DE PONTARLIER
11655,CA DU PAYS D'AIX EN PROVENCE
19792,REN INVESTISSEMENT
19795,SIVOM DE L'AA
22573,PBI PACA
22575,CHRU MONTPELLIER
22603,SERVICE DEPARTEMENTAL D'INCENDIE ET DE SECOURS DE 
22608,JPF INDUSTRIE
22609,NEOTOA
22610,MAIRIE DE LA GRAVELLE
17153,METROPOLE DE LYON
22951,HOPITAL LOCAL TOULON SUR ARROUX
23063,SMTC 63 - CLERMONT FERRAND
23119,MANGO
21219,MEDUANE HABITAT
21221,COMMUNE DE GAVRES (56)
21223,MAIRIE DE FORC+
11669,MAIRIE D'AIX EN PROVENCE
6091,REGIE NEYRAT
8902,SCHNEIDER ELECTRIC FRANCE
19056,CLIENT TYPE NOXA
19057,COGNAC FERRAND
19058,PINTO
20230,LOGI OUEST
21122,ACTIPROM
19609,SO RE IM
19610,SANTERNE MAYENNE
19611,DEGANO
19613,EVECHE DE NANTES
11695,MAIRIE DE RUY MONTCEAU
21137,ANDRE BTP
6122,VOLVO
11707,MAIRIE DE CHAPONNAY
3377,CONSEIL DEPARTEMENTAL 89
19063,LEFEUNTEUN CONSTRUCTION
19067,SCI REN LORIENT
11713,EDF - CIH MULHOUSE
632,RENAULT TECHNOLOGIE ROMANIA
3389,CONSEIL DEPARTEMENTAL 70
19617,ESBTP
11722,RESEAU FERRE DE FRANCE
20373,ELITEL RESEAUX
20375,MAIRIE LA CHAPELLE THOUARAULT
23735,SOFIDY SA
23743,SODIMODIS HYPERMARCHE
23748,SMABTP
23755,ATTITUDES URBAINES
23756,SARL UJB
23757,COMMUNE DE GOUDELIN
23758,AIRBUS DEFENCE & SPACE SAS
646,SIE-SERVICE D`INFORMATION EXTERNE
23809,DGAF - DIR. DE L'ADMIN. GENERALE DES FINANCES
23810,CONSEIL DEPARTEMENTAL D'EURE ET LOIR
23811,COMMERZ REAL INVESTMENT GESELLSCHAFT MBH
23812,EURL Y SPORTS
23813,MR SYLVAIN ROCHE
11733,CITADIS
11734,CA DU LAC DU BOURGET
11741,CC REGION SAVERNE
23749,CONSEIL DE L'EUROPE
23750,ISO TOP SA
23751,ELOGIE
23752,SNECMA
23753,MAIRIE DE DIJON
23754,CEA
23760,ERDF
23761,MAIRIE DE MORANGIS
23769,SCI COLENTIN
23789,LOCAPOSTE
658,CONSEIL DEPARTEMENTAL DAMBOVITA
661,MAIRIE DE SECTEUR 2/BUCAREST
3416,CONSEIL DEPARTEMENTAL DU DOUBS
8983,CCI/MACON
8989,CEGELEC
11748,BATIGERE RHONE ALPES
23762,BIN HAM GROUP
23763,COMMUNE DE HIERES SUR AMBY
23764,EPS VILLE D'EVRARD
23765,COMMUNE DE MOMMENHEIM
23766,P&LS
23767,MAIRIE DE LESNEVEN
23768,SIEHA
18637,SA REGIONALE D'HLM
3430,CONSEIL DEPARTEMENTAL 39
23770,CREDIT AGRICOLE IMMOBILIER RESIDENTIEL
23776,CCV BEAUMANOIR
23777,TETHYS
23778,CAFAN
23779,SAGUENAY
23780,ID GROUP
23781,ID KIDS
23782,JACADI
23783,OKAIDI
23784,OXYBUL EVEIL & JEUX
23785,LILNAT
677,MAIRIE DE RAMNICU VALCEA
9013,CONSEIL REGIONAL DE BOURGOGNE
9016,APERAM ALLOYS IMPHY
11773,CA DE ST QUENTIN EN YVELINES
11776,MAIRIE DE VILLEURBANNE
23771,GRDF
23786,REGION AQUITAINE LIMOUSIN POITOU CHARENTE
23787,EHPAD POUGNY
23788,RATP
9022,CCM
11791,SAS CARREFOUR PROPERTY
11792,MAIRIE DE DECINES
23772,HAPPY CHIC
23801,CREDIT AGRICOLE CHARENTE PERIGORD
23802,HYDROKARST
23803,FONCIERDEC
696,MUNICIPALITE BRAILA/UAT
3460,COMMUNE DE VALDOIE
3469,CITIVIA SPL
9030,HOSPICES CIVILS DE BEAUNE
21218,VILLE DE VICHY
11801,MAIRIE DE METZ
11803,MAIRIE DE SOLEYMIEUX
23773,BZB (BIZZBEE)
23774,BRICE
23775,JULES
713,ACOME
21210,EIFFAGE
21212,SCCV LA CHAPELLE SUR ERDRE ECODYS
11812,MACON HABITAT
23793,CC DE VITRY CHAMPAGNE ET DER
23794,CC DE LA BRIE DES ETANGS
23795,HABITAT DE L'ILL
23798,SAG VIGILEC SAS
3489,HABITAT 25
11820,CODEVAM
732,MUNCIPALITE FOCSANI
11830,VILLE DE LANGRES
6163,ACCOR
21035,SAGEM DEFENSE SECURITE
11848,VILLE DE MALAKOFF
11850,SANEF
22581,EBTP DE LA BRESLE
22611,LA POSTE - CENTRE DE COMPTABILITE FOURNISSEURS
22612,CIUP PARIS
22613,CERUR
22615,NB RENOVATION
22617,SARL JONAKEN
22694,OPH 64
756,LIRELEC
3520,METROPOLE DE NICE COTE D'AZUR
3522,VILLE D'ANTIBES JUAN LES PINS
3523,AEROPORT NICE COTE D'AZUR
6183,RENAULT TECHNOLOGIE ROUMANIE
11856,DREAL ALSACE
11864,MINDEF
768,SNCTP - MACON
770,DRTP
18118,COMMUNAUTE COMMUNES PAYS COULANGEOIS
775,SNCTP - DIJON
11870,SPLAAD
11873,MAIRIE DE MEYRARGUES
786,APRR
6213,AIR FRANCE
21425,COMMUNE DE TORIGNY LES VILLES
21429,S2I IMOCIA
797,SAVOIE TECHNOLAC
18159,COMMUNAUTE URBAINE DE CREUSOT MONTCEAU
804,SEBL
3566,CONSEIL DEPARTEMENTAL DES ALPES MARITIMES
3567,CONSTRUCTA
11896,AEROPORTS DE PARIS/BD RASPAIL
11900,AJI EUROPE
20894,GARCIA TRAITEUR
20900,FAUCHE BRETAGNE
22690,CARREFOUR-HYPERMARCHES
22796,HERVE THERMIQUE(16)
18302,SPL ALES CEVENNES
812,SERL
18622,COMMUNE DE BURE
19525,MAIRIE DE LOUVERNE
19526,SYNDICAT DES EAUX DE LA HAUTE VILAINE (2013)
19527,MAIRIE DE ST CYR EN PAIL
19529,CDC SEUIL CHARENTE PERIGORD
19530,CAP ATLANTIQUE
19531,EFFIA CONCESSIONS
11906,CD 59
22627,BE REAL
22646,ABS 56
23026,NOX ENERGIE AIN
18361,TROYES HABITAT - OPH DE TROYES

(2483 lignes affectÇes)
